"old_code","new_code_0","new_code_1","date_change_1","change_type_1","new_code_2","date_change_2","change_type_2","new_code_3","date_change_3","change_type_3","final_code","experiences_split","direct_path_complicated","adjacent_to_complicated","part_of_complicated_path"
"REZ","REZ","RT2",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RT2",1,"split_from_multiple",0,1
"REZ","REZ","RW6",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RW6",1,"split_from_multiple",0,1
"RF6","RF6","RJL",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RJL",0,"no",0,0
"RF7","RF7","RJL",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RJL",0,"no",0,0
"RFB","RFB","RWE",2000-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWE",0,"no",0,0
"RFD","RFD","RWE",2000-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWE",0,"no",0,0
"RFG","RFG","RHA",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RHA",1,"split_from_multiple",0,1
"RFG","RFG","5H8",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5H8",1,"no",0,0
"RFJ","RFJ","RHA",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"RHA",1,"split_from_multiple",0,1
"RFJ","RFJ","RK5",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"RK5",1,"no",0,0
"RFK","RFK","RX1",2006-04-01,"merger",NA,NA,NA,NA,NA,NA,"RX1",0,"no",0,0
"RFL","RFL","RWE",2000-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWE",0,"no",0,0
"RFU","RFU","RYC",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RYC",0,"no",0,0
"RFW","RFW","RQM",2015-09-01,"name_change",NA,NA,NA,NA,NA,NA,"RQM",0,"no",0,0
"RFX","RFX","5HY",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5HY",1,"no",0,0
"RFX","RFX","5HX",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5HX",1,"no",0,0
"RG1","RG1","RWF",2000-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWF",0,"no",0,0
"RG2","RG2","RYQ",2009-04-01,"merger",NA,NA,NA,NA,NA,NA,"RYQ",0,"no",0,0
"RG3","RG3","RYQ",2009-04-01,"merger",NA,NA,NA,NA,NA,NA,"RYQ",0,"no",0,0
"RG4","RG4","RF4",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"RF4",1,"no",0,1
"RG4","RG4","RAT",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"RAT",1,"split_from_multiple",0,1
"RG6","RG6","5A4",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"5A4",1,"no",0,0
"RG6","RG6","RAT",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"RAT",1,"split_from_multiple",0,1
"RG6","RG6","5C2",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"5C2",1,"no",0,0
"RG7","RG7","RF4",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RF4",0,"no",1,1
"RG8","RG8","RWN",2000-04-01,"merger","R1L",2017-04-01,"merger",NA,NA,NA,"R1L",0,"no",0,0
"RGA","RGA","RWY",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWY",0,"no",0,0
"RGB","RGB","RWY",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWY",0,"no",0,0
"RGF","RGF","RXG",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXG",0,"no",1,1
"RGH","RGH","RX8",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RX8",0,"no",1,1
"RGK","RGK","RT1",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RT1",0,"no",0,0
"RGQ","RGQ","RDE",2018-06-30,"name_change",NA,NA,NA,NA,NA,NA,"RDE",0,"no",0,0
"RGS","RGS","RT1",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RT1",0,"no",0,0
"RGU","RGU","RXH",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXH",0,"no",1,1
"RGX","RGX","RXD",2002-04-01,"merger","RX2",2006-04-01,"merger",NA,NA,NA,"RX2",0,"no",1,1
"RGZ","RGZ","RYQ",2009-04-01,"merger",NA,NA,NA,NA,NA,NA,"RYQ",0,"no",0,0
"RH1","RH1","RYE",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RYE",0,"no",1,1
"RH2","RH2","RXQ",2003-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXQ",0,"no",0,0
"RH4","RH4","RWX",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWX",0,"no",0,0
"RH6","RH6","RTE",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RTE",0,"no",1,1
"RH7","RH7","RTQ",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RTQ",0,"no",1,1
"RHB","RHB","5K7",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5K7",1,"no",0,0
"RHB","RHB","5K8",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5K8",1,"no",0,0
"RHC","RHC","5C1",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"5C1",1,"no",0,0
"RHC","RHC","RRP",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"RRP",1,"split_from_multiple",0,1
"RHJ","RHJ","RW8",2002-04-01,"merger","RX2",2006-04-01,"merger",NA,NA,NA,"RX2",0,"no",1,1
"RHN","RHN","RN1",2000-04-01,"name_change","RN5",2012-01-10,"name_change",NA,NA,NA,"RN5",0,"no",0,0
"RHP","RHP","RYF",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RYF",0,"no",0,0
"RHS","RHS","RW1",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RW1",1,"split_from_multiple",0,1
"RHS","RHS","5L1",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5L1",1,"no",0,1
"RHX","RHX","RW1",2012-11-02,"merger",NA,NA,NA,NA,NA,NA,"RW1",0,"no",1,1
"RHY","RHY","RX9",2006-07-01,"split",NA,NA,NA,NA,NA,NA,"RX9",1,"no",0,1
"RHY","RHY","RYE",2006-07-01,"split",NA,NA,NA,NA,NA,NA,"RYE",1,"no",0,1
"RJ5","RJ5","RYJ",2007-10-01,"merger",NA,NA,NA,NA,NA,NA,"RYJ",0,"no",0,0
"RJ9","RJ9","RYF",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RYF",0,"no",0,0
"RJB","RJB","RWQ",2000-04-01,"split","R1A",2011-07-01,"name_change",NA,NA,NA,"R1A",1,"later_name_change",0,1
"RJB","RJB","RWP",2000-04-01,"split",NA,NA,NA,NA,NA,NA,"RWP",1,"no",0,1
"RJF","RJF","RTG",2018-06-30,"name_change",NA,NA,NA,NA,NA,NA,"RTG",0,"no",0,0
"RJH","RJH","RR1",2007-04-08,"name_change","RRK",2018-04-02,"name_change",NA,NA,NA,"RRK",0,"no",0,0
"RJM","RJM","5M3",2002-04-01,"name_change",NA,NA,NA,NA,NA,NA,"5M3",0,"no",0,0
"RJQ","RJQ","5J2",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5J2",1,"no",0,0
"RJQ","RJQ","RTV",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RTV",1,"split_from_multiple",0,1
"RJS","RJS","RWW",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWW",0,"no",0,0
"RJT","RJT","RXA",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXA",0,"no",0,0
"RJU","RJU","RXN",2002-08-01,"split",NA,NA,NA,NA,NA,NA,"RXN",1,"no",0,1
"RJU","RJU","RW5",2002-08-01,"split",NA,NA,NA,NA,NA,NA,"RW5",1,"split_from_multiple",0,1
"RJX","RJX","RW4",2016-07-01,"merger",NA,NA,NA,NA,NA,NA,"RW4",0,"no",1,1
"RJY","RJY","RRF",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RRF",0,"no",0,0
"RK1","RK1","RWD",2000-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWD",0,"no",0,0
"RK4","RK4","RP7",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RP7",0,"no",0,0
"RK6","RK6","5EM",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"5EM",1,"no",0,1
"RK6","RK6","RHA",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"RHA",1,"split_from_multiple",0,1
"RK7","RK7","TAH",2003-04-01,"name_change",NA,NA,NA,NA,NA,NA,"TAH",0,"no",0,0
"RKA","RKA","RYA",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RYA",0,"no",0,0
"RKC","RKC","RWW",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWW",0,"no",0,0
"RKD","RKD","RYE",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RYE",0,"no",1,1
"RKF","RKF","RXW",2003-10-01,"merger",NA,NA,NA,NA,NA,NA,"RXW",0,"no",0,0
"RKX","RKX","RXM",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXM",0,"no",0,0
"RL5","RL5","RYA",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RYA",0,"no",0,0
"RL6","RL6","RYA",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RYA",0,"no",0,0
"RLF","RLF","RNN",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RNN",0,"no",1,1
"RLG","RLG","RNL",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RNL",0,"no",1,1
"RLH","RLH","RW9",2002-04-01,"name_change","RX4",2006-04-01,"name_change",NA,NA,NA,"RX4",0,"no",0,0
"RLR","RLR","RWP",2000-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWP",0,"no",1,1
"RLU","RLU","RQ3",2017-02-01,"name_change",NA,NA,NA,NA,NA,NA,"RQ3",0,"no",0,0
"RLW","RLW","RXK",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXK",0,"no",0,0
"RLZ","RLZ","RXW",2003-10-01,"merger",NA,NA,NA,NA,NA,NA,"RXW",0,"no",0,0
"RM2","RM2","R0A",2017-10-01,"name_change",NA,NA,NA,NA,NA,NA,"R0A",0,"no",0,0
"RM4","RM4","RW3",2012-04-01,"merger","R0A",2017-10-01,"name_change",NA,NA,NA,"R0A",0,"no",0,0
"RM6","RM6","RX4",2006-04-01,"merger",NA,NA,NA,NA,NA,NA,"RX4",0,"no",0,0
"RM9","RM9","RWP",2000-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWP",0,"no",1,1
"RMA","RMA","RX7",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RX7",0,"no",0,0
"RMB","RMB","RXR",2003-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXR",0,"no",0,0
"RMD","RMD","RX7",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RX7",0,"no",0,0
"RME","RME","5CC",2002-04-01,"split","TAP",2010-04-01,"name_change",NA,NA,NA,"TAP",1,"later_name_change",0,1
"RME","RME","RW5",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RW5",1,"split_from_multiple",0,1
"RMF","RMF","RXN",2002-08-01,"merger",NA,NA,NA,NA,NA,NA,"RXN",0,"no",1,1
"RMG","RMG","RW5",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RW5",0,"no",1,1
"RMH","RMH","RXV",2003-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXV",0,"no",0,0
"RMJ","RMJ","5F5",2001-04-01,"name_change",NA,NA,NA,NA,NA,NA,"5F5",0,"no",0,0
"RMK","RMK","RW6",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RW6",0,"no",1,1
"RML","RML","RXL",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RXL",1,"no",0,1
"RML","RML","5HP",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5HP",1,"no",0,0
"RML","RML","RW5",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RW5",1,"split_from_multiple",0,1
"RMM","RMM","5HQ",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5HQ",1,"no",0,0
"RMM","RMM","RTV",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RTV",1,"split_from_multiple",0,1
"RMN","RMN","RT2",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RT2",1,"split_from_multiple",0,1
"RMN","RMN","5JX",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5JX",1,"no",0,0
"RMN","RMN","RW6",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RW6",1,"split_from_multiple",0,1
"RMQ","RMQ","RT2",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RT2",0,"no",1,1
"RMR","RMR","RXL",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXL",0,"no",1,1
"RMS","RMS","RWJ",2000-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWJ",0,"no",0,0
"RMT","RMT","RWJ",2000-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWJ",0,"no",0,0
"RMW","RMW","RXF",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RXF",1,"no",0,1
"RMW","RMW","RXG",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RXG",1,"no",0,1
"RMZ","RMZ","RYC",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RYC",0,"no",0,0
"RN4","RN4","RW1",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RW1",1,"split_from_multiple",0,1
"RN4","RN4","5FE",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5FE",1,"no",0,0
"RNB","RNB","5MD",2002-04-01,"name_change",NA,NA,NA,NA,NA,NA,"5MD",0,"no",0,0
"RND","RND","RXT",2003-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXT",0,"no",0,0
"RNE","RNE","RXK",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXK",0,"no",0,0
"RNF","RNF","RXT",2003-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXT",0,"no",0,0
"RNG","RNG","RRE",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RRE",0,"no",0,0
"RNH","RNH","R1H",2012-04-01,"merger",NA,NA,NA,NA,NA,NA,"R1H",0,"no",1,1
"RNJ","RNJ","R1H",2012-04-01,"merger",NA,NA,NA,NA,NA,NA,"R1H",0,"no",1,1
"RNM","RNM","5D8",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"5D8",1,"no",0,0
"RNM","RNM","5D7",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"5D7",1,"no",0,0
"RNP","RNP","RX4",2006-04-01,"merger",NA,NA,NA,NA,NA,NA,"RX4",0,"no",0,0
"RNR","RNR","RP1",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RP1",0,"no",0,0
"RNT","RNT","RXQ",2003-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXQ",0,"no",0,0
"RNW","RNW","RP1",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RP1",0,"no",0,0
"RNY","RNY","RYE",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RYE",0,"no",1,1
"RP2","RP2","5C9",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"5C9",1,"no",0,0
"RP2","RP2","RRP",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"RRP",1,"split_from_multiple",0,1
"RP3","RP3","RRD",2001-04-01,"merger","R1L",2017-04-01,"merger",NA,NA,NA,"R1L",0,"no",0,0
"RPD","RPD","RWF",2000-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWF",0,"no",0,0
"RPH","RPH","RYD",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RYD",0,"no",0,0
"RPK","RPK","RW8",2002-04-01,"merger","RX2",2006-04-01,"merger",NA,NA,NA,"RX2",0,"no",1,1
"RPL","RPL","RYR",2009-04-01,"merger",NA,NA,NA,NA,NA,NA,"RYR",0,"no",0,0
"RPN","RPN","5A5",2001-04-01,"name_change",NA,NA,NA,NA,NA,NA,"5A5",0,"no",0,0
"RPQ","RPQ","RYD",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RYD",0,"no",0,0
"RPR","RPR","RYR",2009-04-01,"merger",NA,NA,NA,NA,NA,NA,"RYR",0,"no",0,0
"RPS","RPS","RXH",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RXH",1,"no",0,1
"RPS","RPS","RW8",2002-04-01,"split","RX2",2006-04-01,"merger",NA,NA,NA,"RX2",1,"later_merger",0,1
"RPV","RPV","5H1",2002-04-01,"name_change",NA,NA,NA,NA,NA,NA,"5H1",0,"no",0,0
"RPW","RPW","RWG",2000-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWG",0,"no",0,0
"RQ2","RQ2","RYD",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RYD",0,"no",0,0
"RQ4","RQ4","TAJ",2003-04-01,"name_change",NA,NA,NA,NA,NA,NA,"TAJ",0,"no",0,0
"RQ5","RQ5","5MV",2003-04-01,"name_change",NA,NA,NA,NA,NA,NA,"5MV",0,"no",0,0
"RQ7","RQ7","RW3",2001-04-01,"merger","R0A",2017-10-01,"name_change",NA,NA,NA,"R0A",0,"no",0,0
"RQJ","RQJ","RWR",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWR",0,"no",0,0
"RQK","RQK","5AT",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5AT",1,"no",0,0
"RQK","RQK","RV3",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RV3",1,"no",0,0
"RQK","RQK","5K6",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5K6",1,"no",0,0
"RQL","RQL","RWG",2000-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWG",0,"no",0,0
"RQN","RQN","RYJ",2007-10-01,"merger",NA,NA,NA,NA,NA,NA,"RYJ",0,"no",0,0
"RQQ","RQQ","RGN",2017-04-01,"name_change",NA,NA,NA,NA,NA,NA,"RGN",0,"no",0,0
"RQU","RQU","RWD",2000-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWD",0,"no",0,0
"RQV","RQV","RRD",2001-04-01,"merger","R1L",2017-04-01,"merger",NA,NA,NA,"R1L",0,"no",0,0
"RR2","RR2","5QT",2006-10-01,"merger",NA,NA,NA,NA,NA,NA,"5QT",0,"no",0,0
"RR4","RR4","RXF",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXF",0,"no",1,1
"RR5","RR5","RXA",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXA",0,"no",0,0
"RR9","RR9","RXP",2002-10-01,"merger",NA,NA,NA,NA,NA,NA,"RXP",0,"no",0,0
"RRG","RRG","RWK",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"RWK",1,"split_from_multiple",0,1
"RRG","RRG","5C4",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"5C4",1,"no",0,0
"RRH","RRH","5C5",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"5C5",1,"no",0,0
"RRH","RRH","RWK",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"RWK",1,"split_from_multiple",0,1
"RRL","RRL","RWK",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"RWK",1,"split_from_multiple",0,1
"RRL","RRL","5C3",2001-04-01,"split",NA,NA,NA,NA,NA,NA,"5C3",1,"no",0,0
"RRQ","RRQ","TAF",2002-04-01,"name_change",NA,NA,NA,NA,NA,NA,"TAF",0,"no",0,0
"RRX","RRX","RWD",2000-04-01,"merger",NA,NA,NA,NA,NA,NA,"RWD",0,"no",0,0
"RRZ","RRZ","RWQ",2000-04-01,"merger","R1A",2011-07-01,"name_change",NA,NA,NA,"R1A",0,"no",1,1
"RT6","RT6","RMY",2012-01-01,"name_change",NA,NA,NA,NA,NA,NA,"RMY",0,"no",0,0
"RT7","RT7","7A1",2009-10-01,"merger",NA,NA,NA,NA,NA,NA,"7A1",0,"no",0,0
"RTA","RTA","RXP",2002-10-01,"merger",NA,NA,NA,NA,NA,NA,"RXP",0,"no",0,0
"RTC","RTC","RX3",2006-04-01,"merger",NA,NA,NA,NA,NA,NA,"RX3",0,"no",0,0
"RTJ","RTJ","RXX",2005-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXX",0,"no",0,0
"RTM","RTM","RXY",2006-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXY",0,"no",0,0
"RTN","RTN","RXX",2005-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXX",0,"no",0,0
"RTW","RTW","5M2",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5M2",1,"no",0,0
"RTW","RTW","5MK",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5MK",1,"no",0,0
"RV1","RV1","RX6",2006-07-01,"split",NA,NA,NA,NA,NA,NA,"RX6",1,"no",0,1
"RV1","RV1","RX8",2006-07-01,"split",NA,NA,NA,NA,NA,NA,"RX8",1,"no",0,1
"RV2","RV2","RKL",2001-04-01,"name_change",NA,NA,NA,NA,NA,NA,"RKL",0,"no",0,0
"RV4","RV4","5LF",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5LF",1,"no",0,0
"RV4","RV4","5LE",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5LE",1,"no",0,0
"RV4","RV4","5LD",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5LD",1,"no",0,0
"RV6","RV6","RX9",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RX9",0,"no",1,1
"RV7","RV7","RWN",2010-04-01,"merger","R1L",2017-04-01,"merger",NA,NA,NA,"R1L",0,"no",0,0
"RV8","RV8","R1K",2014-10-01,"merger",NA,NA,NA,NA,NA,NA,"R1K",0,"no",0,0
"RVF","RVF","7A6",2009-10-01,"merger",NA,NA,NA,NA,NA,NA,"7A6",0,"no",0,0
"RVK","RVK","RX6",2006-07-01,"merger",NA,NA,NA,NA,NA,NA,"RX6",0,"no",1,1
"RVL","RVL","RAL",2014-07-02,"name_change",NA,NA,NA,NA,NA,NA,"RAL",0,"no",0,0
"RVM","RVM","5LG",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5LG",1,"no",0,0
"RVM","RVM","5M6",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5M6",1,"no",0,1
"RVM","RVM","5M7",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5M7",1,"no",0,1
"RVP","RVP","RP7",2001-04-01,"merger",NA,NA,NA,NA,NA,NA,"RP7",0,"no",0,0
"RVQ","RVQ","5K3",2002-04-01,"name_change",NA,NA,NA,NA,NA,NA,"5K3",0,"no",0,0
"RVT","RVT","RW4",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RW4",1,"no",0,1
"RVT","RVT","RW5",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"RW5",1,"split_from_multiple",0,1
"RVX","RVX","RX3",2006-04-01,"merger",NA,NA,NA,NA,NA,NA,"RX3",0,"no",0,0
"RW2","RW2","RXM",2002-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXM",0,"no",0,0
"RW7","RW7","RXX",2005-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXX",0,"no",0,0
"RWC","RWC","RXE",2004-04-01,"name_change",NA,NA,NA,NA,NA,NA,"RXE",0,"no",0,0
"RWL","RWL","5M1",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5M1",1,"no",0,0
"RWL","RWL","5MX",2002-04-01,"split",NA,NA,NA,NA,NA,NA,"5MX",1,"no",0,0
"RWM","RWM","7A4",2009-10-01,"merger",NA,NA,NA,NA,NA,NA,"7A4",0,"no",0,0
"RX5","RX5","RYF",2013-02-01,"merger",NA,NA,NA,NA,NA,NA,"RYF",0,"no",0,0
"RXJ","RXJ","RXY",2006-04-01,"merger",NA,NA,NA,NA,NA,NA,"RXY",0,"no",0,0
"RY1","RY1","RW4",2018-03-31,"merger",NA,NA,NA,NA,NA,NA,"RW4",0,"no",1,1
"RYL","RYL","7A5",2009-10-01,"merger",NA,NA,NA,NA,NA,NA,"7A5",0,"no",0,0
"RYM","RYM","7A3",2009-10-01,"merger",NA,NA,NA,NA,NA,NA,"7A3",0,"no",0,0
"RYN","RYN","7A2",2009-10-01,"merger",NA,NA,NA,NA,NA,NA,"7A2",0,"no",0,0
"RYP","RYP","7A1",2009-10-01,"merger",NA,NA,NA,NA,NA,NA,"7A1",0,"no",0,0
"TAE","TAE","RXV",2017-01-01,"merger",NA,NA,NA,NA,NA,NA,"RXV",0,"no",0,0
"TAG","TAG","5PX",2006-10-01,"merger",NA,NA,NA,NA,NA,NA,"5PX",0,"no",0,0
"X01","X01","T145D",2006-04-01,"name_change",NA,NA,NA,NA,NA,NA,"T145D",0,"no",0,0
"X03","X03","8HN02",2009-04-01,"name_change",NA,NA,NA,NA,NA,NA,"8HN02",0,"no",0,0
"X09","X09","X26",2013-04-01,"name_change",NA,NA,NA,NA,NA,NA,"X26",0,"no",0,0
"Y41","Y41","Y51",2007-04-01,"merger",NA,NA,NA,NA,NA,NA,"Y51",0,"no",0,0
"Y42","Y42","Y51",2007-04-01,"merger",NA,NA,NA,NA,NA,NA,"Y51",0,"no",0,0
"Y43","Y43","Y51",2007-04-01,"merger",NA,NA,NA,NA,NA,NA,"Y51",0,"no",0,0
"Y44","Y44","Y52",2007-04-01,"name_change",NA,NA,NA,NA,NA,NA,"Y52",0,"no",0,0
"Y45","Y45","Y53",2007-04-01,"name_change",NA,NA,NA,NA,NA,NA,"Y53",0,"no",0,0
"YAL","YAL","YDD55",2003-04-01,"name_change",NA,NA,NA,NA,NA,NA,"YDD55",0,"no",0,0
